hru;band;precip;pet;z;is_channel;edges;area;geom;sf_type;sf_param;rz_type;rz_param;uz_type;uz_param;sz_type;sz_param;uid;name;s_sf;s_rz;s_uz;s_sz
8431;144;precip;precip;490.100128173828;FALSE;{"hru":[8554,8512,8471,8472],"width":[0.209302463534337,0.185915374755859,0.0333662775494436,0.101480865478516],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((349694 509004, 349694 509044, 349734 509044, 349734 509004, 349694 509004));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8432;144;precip;precip;473.934265136719;FALSE;{"hru":[8555,8685,8515],"width":[0.0758026123046875,0.0988909376874875,0.0437637329101562],slope:[20,14.1421356237309,20]};1600;POLYGON ((349254 508964, 349254 509004, 349294 509004, 349294 508964, 349254 508964));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8433;144;precip;precip;489.869415283203;FALSE;{"hru":[8556,8514,8472,8474],"width":[0.239461534499496,0.214692687988281,0.067679341903836,0.12060546875],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((349614 508964, 349614 509004, 349654 509004, 349654 508964, 349614 508964));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8434;144;precip;precip;495.304260253906;FALSE;{"hru":[8736,8473,8689],"width":[0.0727223977742979,0.0328773498535156,0.0591423034667969],slope:[14.1421356237309,20,20]};1600;POLYGON ((351134 508964, 351134 509004, 351174 509004, 351174 508964, 351134 508964));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8435;144;precip;precip;490.157684326172;FALSE;{"hru":[8558,8516,8474,8476],"width":[0.201512916710032,0.220996856689453,0.0903768696785412,0.068511962890625],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((349534 508924, 349534 508964, 349574 508964, 349574 508924, 349534 508924));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8436;144;precip;precip;484.952728271484;FALSE;{"hru":[8475,8601,8559],"width":[0.132722786184322,0.215133666992188,0.102524872683576],slope:[14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349374 508884, 349374 508924, 349414 508924, 349414 508884, 349374 508884));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8437;144;precip;precip;511.590759277344;FALSE;{"hru":[8477,8519,8478],"width":[0.114629717315735,0.18587646484375,0.105884752011906],slope:[14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350334 508884, 350334 508924, 350374 508924, 350374 508884, 350334 508884));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8438;144;precip;precip;507.197875976562;FALSE;{"hru":[8478,8561,8520,8479],"width":[0.0399215698242188,0.176883512269503,0.218572235107422,0.100848169897376],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350374 508804, 350374 508844, 350414 508844, 350414 508804, 350374 508804));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8439;144;precip;precip;504.1552734375;FALSE;{"hru":[8479,8952,8911,8482],"width":[0.0665557861328125,0.203770639091064,0.212178802490234,0.0659621781430658],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350414 508724, 350414 508764, 350454 508764, 350454 508724, 350414 508724));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8440;144;precip;precip;503.504669189453;FALSE;{"hru":[8564,8522,8480,8481],"width":[0.115263066437678,0.112537384033203,0.0586646367695379,0.0594741821289062],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((350854 508724, 350854 508764, 350894 508764, 350894 508724, 350854 508724));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8441;144;precip;precip;505.281494140625;FALSE;{"hru":[8482,8871,8824,8783],"width":[0.121440124511719,0.162431391632596,0.139796447753906,0.0862153235740544],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350454 508644, 350454 508684, 350494 508684, 350494 508644, 350454 508644));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8442;144;precip;precip;510.904846191406;FALSE;{"hru":[8483,8651,8566,8485],"width":[0.0831581115722656,0.120079540850545,0.088262939453125,0.00296605917584506],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350454 508484, 350454 508524, 350494 508524, 350494 508484, 350454 508484));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8443;144;precip;precip;514.175415039062;FALSE;{"hru":[8565,8524,8484],"width":[0.160182840405801,0.133341217041016,0.0992950439453125],slope:[14.1421356237309,20,20]};1600;POLYGON ((350694 508484, 350694 508524, 350734 508524, 350734 508484, 350694 508484));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8444;144;precip;precip;512.23486328125;FALSE;{"hru":[8567,8525,8484,8486],"width":[0.126160016108994,0.122958374023437,0.0359077662321294,0.068133544921875],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((350614 508444, 350614 508484, 350654 508484, 350654 508444, 350614 508444));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8445;144;precip;precip;512.353515625;FALSE;{"hru":[8485,8526,8486],"width":[0.0285751586806404,0.0879196166992187,0.0502751885622686],slope:[14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350534 508404, 350534 508444, 350574 508444, 350574 508404, 350534 508404));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8446;145;precip;precip;389.635437011719;FALSE;{"hru":[8609,8487,8568,8529],"width":[0.0910161530767545,0.0705848693847656,0.115132141113281,0.0349367028424384],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((351894 512764, 351894 512804, 351934 512804, 351934 512764, 351894 512764));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8447;145;precip;precip;384.808471679688;FALSE;{"hru":[8918,8830,8742,8488,8528],"width":[0.218770871063485,0.142694091796875,0.0596000945016069,0.04102783203125,0.000482940673828125],slope:[14.1421356237309,20,14.1421356237309,20,20]};1600;POLYGON ((351734 512724, 351734 512764, 351774 512764, 351774 512724, 351734 512724));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8448;145;precip;precip;390.558624267578;FALSE;{"hru":[8611,8529,8489],"width":[0.107570086472681,0.0724876403808594,0.0344985961914063],slope:[14.1421356237309,20,20]};1600;POLYGON ((351854 512684, 351854 512724, 351894 512724, 351894 512684, 351854 512684));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8449;145;precip;precip;289.300231933594;FALSE;{"hru":[8490,8491,8531,8613],"width":[0.09447021484375,0.00274055667757237,0.109840393066406,0.141307526028851],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350574 512604, 350574 512644, 350614 512644, 350614 512604, 350574 512604));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8450;145;precip;precip;294.414398193359;FALSE;{"hru":9197,"width":40.000000,slope:0.025000};1504;POLYGON ((350454 512524, 350454 512564, 350494 512564, 350494 512524, 350454 512524));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8451;145;precip;precip;293.214660644531;FALSE;{"hru":[8492,8533,8493,8572],"width":[0.0657765971397026,0.168108367919922,0.0191947937011719,0.123209062363655],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350414 512444, 350414 512484, 350454 512484, 350454 512444, 350414 512444));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8452;145;precip;precip;296.424163818359;FALSE;{"hru":[8493,8534,8494,8573],"width":[0.0703093052509158,0.166505432128906,0.121247100830078,0.18807393887637],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350374 512364, 350374 512404, 350414 512404, 350414 512364, 350374 512364));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8453;145;precip;precip;293.880218505859;FALSE;{"hru":[8494,8535,8495,8574],"width":[0.0407636226602453,0.149378204345703,0.116507720947266,0.174271891230895],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350334 512284, 350334 512324, 350374 512324, 350374 512284, 350334 512284));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8454;145;precip;precip;290.378570556641;FALSE;{"hru":[8495,8618,8496,8703],"width":[0.0204824242868879,0.19205322265625,0.153650665283203,0.219567143043032],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350294 512204, 350294 512244, 350334 512244, 350334 512204, 350294 512204));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8455;145;precip;precip;291.521362304688;FALSE;{"hru":[8496,8619,8575,8661],"width":[0.128849322218777,0.2029296875,0.0340087890625,0.149031795814182],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350254 512124, 350254 512164, 350294 512164, 350294 512124, 350254 512124));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8456;145;precip;precip;295.509124755859;FALSE;{"hru":[8497,8537,8498,8576],"width":[0.0662664446718356,0.133891296386719,0.0481666564941406,0.131273204335378],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350214 511964, 350214 512004, 350254 512004, 350254 511964, 350214 511964));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8457;145;precip;precip;289.761596679688;FALSE;{"hru":[8622,8707,8499,8754],"width":[0.0150881671571544,0.231340026855469,0.1916015625,0.233860656659622],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350094 511764, 350094 511804, 350134 511804, 350134 511764, 350094 511764));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8458;145;precip;precip;393.769439697266;FALSE;{"hru":[8579,8541,8580,8500,8501],"width":[0.229050116523025,0.319957733154297,0.266440372863416,0.0508270263671875,0.0475547790527344],slope:[14.1421356237309,20,14.1421356237309,20,20]};1600;POLYGON ((350854 511324, 350854 511364, 350894 511364, 350894 511324, 350854 511324));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8459;145;precip;precip;396.964935302734;FALSE;{"hru":[8581,8542,8500,8502],"width":[0.252351861517983,0.238095092773437,0.0924290503087549,0.0836479187011719],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((350774 511284, 350774 511324, 350814 511324, 350814 511284, 350774 511284));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8460;145;precip;precip;399.449401855469;FALSE;{"hru":[8582,8543,8502,8503],"width":[0.184055354882032,0.222200012207031,0.103067589222481,0.0560554504394531],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((350694 511244, 350694 511284, 350734 511284, 350734 511244, 350694 511244));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8461;145;precip;precip;406.366943359375;FALSE;{"hru":[8504],"width":[0.0048797607421875],slope:[20]};1600;POLYGON ((350774 510604, 350774 510644, 350814 510644, 350814 510604, 350774 510604));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8462;145;precip;precip;488.277954101562;FALSE;{"hru":[8716,8671,8628,8505],"width":[0.363556422466413,0.401106262207031,0.182333875283974,0.119773864746094],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((350294 509404, 350294 509444, 350334 509444, 350334 509404, 350294 509404));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8463;145;precip;precip;463.516754150391;FALSE;{"hru":[8978,8851,8630,8805],"width":[0.355013762035437,0.319898223876953,0.0736745793758561,0.214925384521484],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((350094 509364, 350094 509404, 350134 509404, 350134 509364, 350094 509364));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8464;145;precip;precip;494.235290527344;FALSE;{"hru":[8506,8548,8672,8588,8507],"width":[0.0273025261604843,0.172724151611328,0.23931479603172,0.240480041503906,0.0906957021581564],slope:[14.1421356237309,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350494 509364, 350494 509404, 350534 509404, 350534 509364, 350494 509364));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8465;145;precip;precip;491.749206542969;FALSE;{"hru":[8507,8631,8549,8589],"width":[0.0661109924316406,0.232913330375013,0.287395477294922,0.204067892384241],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350534 509284, 350534 509324, 350574 509324, 350574 509284, 350534 509284));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8466;145;precip;precip;471.012725830078;FALSE;{"hru":[8508,8769,8725,8680],"width":[0.0212249755859375,0.117787291771213,0.151439666748047,0.0682652168156163],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((349254 509164, 349254 509204, 349294 509204, 349294 509164, 349254 509164));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8467;145;precip;precip;488.759582519531;FALSE;{"hru":[8633,8679,8510,8729],"width":[0.16478783879158,0.271961212158203,0.111241149902344,0.24864671520665],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350534 509164, 350534 509204, 350574 509204, 350574 509164, 350534 509164));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8468;145;precip;precip;492.836273193359;FALSE;{"hru":[8634,8550,8509],"width":[0.0777341638244254,0.0781082153320312,0.0387687683105469],slope:[14.1421356237309,20,20]};1600;POLYGON ((351254 509164, 351254 509204, 351294 509204, 351294 509164, 351254 509164));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8469;145;precip;precip;490.620361328125;FALSE;{"hru":[8510,8640,8597,8684],"width":[0.111553604289058,0.265128326416016,0.101667785644531,0.242257657582145],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350494 509084, 350494 509124, 350534 509124, 350534 509084, 350494 509084));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8470;145;precip;precip;493.483795166016;FALSE;{"hru":[8637,8552,8594,8513],"width":[0.0898012448803188,0.055206298828125,0.0749038696289062,0.0191369620125049],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((351174 509084, 351174 509124, 351214 509124, 351214 509084, 351174 509084));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8471;145;precip;precip;488.212646484375;FALSE;{"hru":[8593,8553,8511,8512],"width":[0.248553924704969,0.213212585449219,0.026520820131783,0.138728332519531],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((349734 509044, 349734 509084, 349774 509084, 349774 509044, 349734 509044));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8472;145;precip;precip;486.040893554688;FALSE;{"hru":[8596,8554,8512,8514],"width":[0.237421761901483,0.194517517089844,0.0597042140761682,0.118979644775391],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((349654 509004, 349654 509044, 349694 509044, 349694 509004, 349654 509004));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8473;145;precip;precip;493.989166259766;FALSE;{"hru":[8780,8513,8736,8689],"width":[0.0807924740222911,0.0396980285644531,0.0699676513671875,0.0185721268075013],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((351134 509004, 351134 509044, 351174 509044, 351174 509004, 351134 509004));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8474;145;precip;precip;485.045196533203;FALSE;{"hru":[8598,8556,8514,8516],"width":[0.221268661893635,0.218044281005859,0.0665297107463741,0.0931846618652344],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((349574 508964, 349574 509004, 349614 509004, 349614 508964, 349574 508964));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8475;145;precip;precip;477.444793701172;FALSE;{"hru":[8515,8644,8687,8601],"width":[0.0930035961476554,0.200215148925781,0.163955961154411,0.027435302734375],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((349334 508924, 349334 508964, 349374 508964, 349374 508924, 349334 508924));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8476;145;precip;precip;487.417205810547;FALSE;{"hru":[8599,8558,8516,8518],"width":[0.205567645841653,0.216470336914063,0.107823102433662,0.0728012084960938],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((349494 508924, 349494 508964, 349534 508964, 349534 508924, 349494 508924));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8477;145;precip;precip;505.106323242188;FALSE;{"hru":[8517,8560,8519,8602],"width":[0.105142967478115,0.226451873779297,0.0237655639648438,0.165419029994879],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350374 508924, 350374 508964, 350414 508964, 350414 508924, 350374 508924));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8478;145;precip;precip;505.601013183594;FALSE;{"hru":[8519,8602,8561,8520],"width":[0.0361328125,0.174163995298707,0.2102294921875,0.126325096885241],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350374 508844, 350374 508884, 350414 508884, 350414 508844, 350374 508844));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8479;145;precip;precip;501.493041992188;FALSE;{"hru":[8520,8990,8952,8911],"width":[0.0759513854980469,0.195209096871955,0.221619415283203,0.102971022363173],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350414 508764, 350414 508804, 350454 508804, 350454 508764, 350414 508764));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8480;145;precip;precip;500.186096191406;FALSE;{"hru":[8605,8563,8521,8522],"width":[0.0980606784893017,0.107173156738281,0.0480007423117479,0.0295730590820312],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((350894 508764, 350894 508804, 350934 508804, 350934 508764, 350894 508764));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8481;145;precip;precip;501.125701904297;FALSE;{"hru":[8823,8564,8522,8782,8738],"width":[0.155016243692983,0.103532409667969,0.0375213498979992,0.111921691894531,0.00196532440480239],slope:[14.1421356237309,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350814 508724, 350814 508764, 350854 508764, 350854 508724, 350814 508724));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8482;145;precip;precip;500.423889160156;FALSE;{"hru":[8911,9028,8871,8824],"width":[0.118894195556641,0.154653713360832,0.108272552490234,0.012979880642203],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350454 508684, 350454 508724, 350494 508724, 350494 508684, 350454 508684));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8483;145;precip;precip;507.578521728516;FALSE;{"hru":[8523,8739,8651,8566],"width":[0.0308357238769531,0.105729921349217,0.0866600036621094,0.00360965841134582],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350454 508524, 350454 508564, 350494 508564, 350494 508524, 350454 508524));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8484;145;precip;precip;510.20361328125;FALSE;{"hru":[8607,8565,8524,8525],"width":[0.131451772103149,0.127237701416016,0.0240742798694227,0.0721771240234375],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((350654 508484, 350654 508524, 350694 508524, 350694 508484, 350654 508484));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8485;145;precip;precip;510.737060546875;FALSE;{"hru":[8566,8608,8526],"width":[0.0840682983398438,0.100030318731392,0.0475082397460938],slope:[20,14.1421356237309,20]};1600;POLYGON ((350494 508444, 350494 508484, 350534 508484, 350534 508444, 350494 508444));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8486;145;precip;precip;509.509521484375;FALSE;{"hru":[8608,8567,8525,8526],"width":[0.0783302888497635,0.110283660888672,0.0387670084351084,0.0168197631835937],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((350574 508444, 350574 508484, 350614 508484, 350614 508444, 350574 508444));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8487;146;precip;precip;386.812042236328;FALSE;{"hru":[8609,8568],"width":[0.0581314086914062,0.0314996779225932],slope:[20,14.1421356237309]};1600;POLYGON ((351894 512804, 351894 512844, 351934 512844, 351934 512804, 351894 512804));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8488;146;precip;precip;383.167358398438;FALSE;{"hru":[8998,8918,8830,8527],"width":[0.372299229851598,0.268360900878906,0.0718889016981465,0.0372528076171875],slope:[14.1421356237309,20,14.1421356237309,20]};1600;POLYGON ((351694 512724, 351694 512764, 351734 512764, 351734 512724, 351694 512724));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8489;146;precip;precip;389.178680419922;FALSE;{"hru":[8528,8611,8529],"width":[0.0775965965108858,0.117628479003906,0.0268623107571577],slope:[14.1421356237309,20,14.1421356237309]};1600;POLYGON ((351814 512684, 351814 512724, 351854 512724, 351854 512684, 351814 512684));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8490;146;precip;precip;285.521423339844;FALSE;{"hru":[8530,8570,8531,8613,8655],"width":[0.00261000259962503,0.100950622558594,0.010868357249286,0.105368804931641,0.14278839769813],slope:[14.1421356237309,20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350614 512604, 350614 512644, 350654 512644, 350654 512604, 350614 512604));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8491;146;precip;precip;289.145202636719;FALSE;{"hru":[8531,8532,8614,8656],"width":[0.105964660644531,0.00580749855001311,0.127937316894531,0.156279165579243],slope:[20,14.1421356237309,20,14.1421356237309]};1600;POLYGON ((350534 512564, 350534 512604, 350574 512604, 350574 512564, 350534 512564));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8492;146;precip;precip;289.493774414062;FALSE;{"hru":[8532,8571,8533,8615],"width":[0.0119694352372634,0.111943054199219,0.0750862121582031,0.11904266094222],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350454 512484, 350454 512524, 350494 512524, 350494 512484, 350454 512484));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8493;146;precip;precip;292.446868896484;FALSE;{"hru":[8533,8572,8534,8616],"width":[0.105297798140804,0.155049133300781,0.0670730590820312,0.148121154146516],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350414 512404, 350414 512444, 350454 512444, 350454 512404, 350414 512404));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8494;146;precip;precip;291.574279785156;FALSE;{"hru":[8534,8573,8535,8617],"width":[0.0320024729665887,0.144729614257812,0.091729736328125,0.163852381059511],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350374 512324, 350374 512364, 350414 512364, 350414 512324, 350374 512324));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
8495;146;precip;precip;289.219909667969;FALSE;{"hru":[8535,8574,8618,8660],"width":[0.023242941711915,0.129949951171875,0.163086700439453,0.198660148262984],slope:[14.1421356237309,20,20,14.1421356237309]};1600;POLYGON ((350334 512244, 350334 512284, 350374 512284, 350374 512244, 350334 512244));mannings;{"n":0.3};spill;{"s_rz_max":0.1};tank;{"t_d":0.001};exp;{"t_0":0.001,"m":0.02};;;;;;
